ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
51,VIRGINIA,VA,Charles City,51036,"Charles City County, Virginia",182.8170225,6995,0,3353,28,2856,87,910,185,173,52,37059,5308,1162,148,1602,11,1099,0,1174,120,124,37,4070,7,9,64,26,21,575,98,27,15,177,52,0,17,13.1,2.7,5.0,1.5,37059.0,5308.0,21.4,2.7,22.9,0.2,15.7,0.0,16.8,1.7,4.3,1.3,58.2,0.1,0.1,1.0,0.8,0.6,17.1,2.9,0.9,0.6,6.2,1.8,0.0,0.2,0.4773,0.4394,0.1667,0.9167,2.0001,0.5,0.8561,0.0606,0.6818,0.0606,1.6591,0.2197,0.9167,0.0985,1.0152,0.5,0.1136,0.7652,0.2424,0.5152,0.0,1.6364,0.1288,6.3108,0.3106,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,632,140,9.1,2.0,5007
51,VIRGINIA,VA,Spotsylvania,51177,"Spotsylvania County, Virginia",401.502518,131412,0,47013,75,43677,434,10447,1251,3646,428,35794,780,8555,544,17384,35,33102,39,15311,757,3543,362,41019,188,2291,346,3113,307,2078,269,924,186,1436,209,439,156,8.0,1.0,5.3,0.6,35794.0,780.0,9.8,0.6,13.2,0.1,25.2,0.0,11.7,0.6,8.1,0.8,31.2,0.1,1.9,0.3,6.6,0.7,4.4,0.6,2.1,0.4,3.3,0.5,0.3,0.1,0.1591,0.4924,0.2045,0.2424,1.0984,0.2348,0.1515,0.9242,0.2197,0.553,1.8484,0.3939,0.5758,0.8258,1.4016,0.75,0.6439,0.4167,0.7803,0.1364,0.0606,2.0379,0.2652,6.3863,0.3182,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10761,751,8.2,0.6,96616
51,VIRGINIA,VA,Buena Vista City,51530,"Buena Vista city, Virginia",6.4381532,6399,0,2878,74,2539,191,1182,388,74,59,19744,2747,714,199,1176,66,1206,41,969,234,165,98,765,17,0,68,237,120,58,56,0,24,117,75,509,169,20.1,6.6,2.4,1.9,19744.0,2747.0,17.5,4.9,18.4,1.0,18.8,0.6,15.3,3.6,6.5,3.9,12.0,0.3,0.0,1.1,8.2,4.2,2.0,1.9,0.0,0.9,4.6,2.9,8.0,2.6,0.7955,0.0227,0.9394,0.75,2.5076,0.6742,0.4394,0.2803,0.5758,0.3182,1.6137,0.1894,0.2197,0.0,0.2197,0.0682,0.697,0.2803,0.0,0.3182,0.8485,2.144,0.3561,6.485,0.3258,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,922,265,14.6,4.2,6453
51,VIRGINIA,VA,Montgomery,51121,"Montgomery County, Virginia",386.8434803,97997,0,39918,227,35483,638,21533,1273,2255,380,28920,1230,4161,483,11648,160,15358,33,9823,820,2104,387,16081,397,793,253,6315,547,4413,530,593,231,1815,277,9203,557,24.3,1.4,4.7,0.7,28920.0,1230.0,7.5,0.9,11.9,0.2,15.7,0.0,10.1,0.8,5.9,1.1,16.4,0.4,0.8,0.3,15.8,1.4,11.1,1.3,1.7,0.7,5.1,0.8,9.4,0.6,0.9167,0.3939,0.4697,0.1061,1.8864,0.447,0.0909,0.0606,0.1212,0.2197,0.4924,0.0152,0.3333,0.5758,0.9091,0.4545,0.8712,0.6136,0.5985,0.4167,0.8712,3.3712,0.8636,6.6591,0.3333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6270,800,6.4,0.8,97147
51,VIRGINIA,VA,Campbell,51031,"Campbell County, Virginia",503.2070995,55170,0,25754,71,22957,425,6414,724,1026,199,27842,1240,5570,462,10556,49,11024,0,8464,589,1757,287,11028,61,336,162,639,171,4444,476,175,86,1239,282,524,149,11.8,1.3,3.7,0.7,27842.0,1240.0,14.0,1.2,19.1,0.1,20.0,0.0,15.5,1.1,7.7,1.2,20.0,0.1,0.6,0.3,2.5,0.7,17.3,1.9,0.8,0.4,5.4,1.2,0.9,0.3,0.4242,0.1667,0.5379,0.5379,1.6667,0.3636,0.5152,0.4773,0.5985,0.4924,2.0834,0.5909,0.3939,0.4621,0.856,0.4394,0.3864,0.7727,0.2045,0.4545,0.25,2.0681,0.2955,6.6742,0.3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367,705,9.8,1.3,46499
51,VIRGINIA,VA,Nelson,51125,"Nelson County, Virginia",470.7450067,14812,0,10117,46,6445,341,1812,472,286,163,36002,3749,1614,348,3727,86,2727,0,1957,320,529,176,2725,19,52,94,461,198,1407,305,95,94,435,161,107,84,12.4,3.2,3.9,2.2,36002.0,3749.0,14.4,3.1,25.2,0.6,18.4,0.0,13.3,2.2,8.2,2.7,18.4,0.1,0.4,0.7,4.6,2.0,13.9,3.0,1.5,1.5,6.7,2.4,0.7,0.6,0.4545,0.2273,0.197,0.5682,1.447,0.303,0.9394,0.2348,0.3485,0.5682,2.0909,0.5985,0.3636,0.3258,0.6894,0.3106,0.5606,0.6818,0.5076,0.5758,0.1667,2.4925,0.5303,6.7198,0.3485,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1684,373,11.4,2.5,10495
51,VIRGINIA,VA,Salem City,51775,"Salem city, Virginia",14.5176869,25519,0,10852,154,9881,256,2095,415,669,172,31274,2225,1770,270,4731,128,4917,127,2848,328,924,230,3744,99,151,117,1626,256,329,82,58,51,677,181,2474,353,9.1,1.8,5.2,1.3,31274.0,2225.0,10.4,1.6,18.5,0.5,19.3,0.5,11.5,1.3,9.4,2.3,14.7,0.4,0.6,0.5,15.0,2.4,3.0,0.7,0.6,0.5,6.9,1.8,9.7,1.4,0.2652,0.4773,0.3788,0.3106,1.4319,0.2879,0.447,0.3712,0.2045,0.7348,1.7575,0.2803,0.2879,0.4621,0.75,0.3712,0.8561,0.3409,0.0985,0.5985,0.8864,2.7804,0.6667,6.7198,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,351,6.9,1.4,34902
51,VIRGINIA,VA,Chesapeake City,51550,"Chesapeake city, Virginia",338.5102447,237820,0,89882,298,84230,772,20768,1999,5922,558,33844,602,12452,766,29829,84,57767,58,24237,1170,8816,665,100238,152,1980,451,6807,540,2050,324,1140,282,3281,428,6224,792,9.0,0.9,5.1,0.5,33844.0,602.0,7.8,0.5,12.5,0.1,24.3,0.0,10.8,0.5,10.5,0.8,42.1,0.1,0.9,0.2,7.6,0.6,2.3,0.4,1.4,0.3,3.9,0.5,2.6,0.3,0.2576,0.4621,0.2727,0.1288,1.1212,0.2424,0.1288,0.9091,0.1439,0.7955,1.9773,0.5152,0.7803,0.6364,1.4167,0.7576,0.6742,0.303,0.4621,0.2121,0.5606,2.212,0.3939,6.7272,0.3636,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16999,1221,7.5,0.5,204827
51,VIRGINIA,VA,Warren,51187,"Warren County, Virginia",214.5341188,39449,0,16277,67,14379,314,4004,705,1237,242,31007,1111,3721,449,6021,128,8753,64,5518,555,1237,245,5078,50,227,157,628,170,212,96,199,90,758,223,798,165,10.4,1.8,6.1,1.2,31007.0,1111.0,13.7,1.6,15.3,0.3,22.2,0.2,14.1,1.4,8.6,1.7,12.9,0.1,0.6,0.4,3.9,1.0,1.3,0.6,1.4,0.6,5.3,1.6,2.0,0.4,0.3636,0.6515,0.3864,0.5076,1.9091,0.4621,0.2424,0.7424,0.4318,0.6136,2.0302,0.5303,0.25,0.4621,0.7121,0.3485,0.5152,0.2197,0.4621,0.4318,0.4773,2.1061,0.3485,6.7575,0.3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508,597,11.5,1.5,31347
51,VIRGINIA,VA,Henrico,51087,"Henrico County, Virginia",233.6613412,325642,0,136199,157,127111,870,32209,2269,9529,843,37999,679,19203,1055,47493,66,75193,19,35634,1431,11463,804,150908,382,7601,930,18463,857,679,241,1809,310,7151,609,2505,284,10.0,0.7,5.3,0.5,37999.0,679.0,8.5,0.5,14.6,0.1,23.1,0.0,11.0,0.4,9.0,0.6,46.3,0.1,2.5,0.3,13.6,0.6,0.5,0.2,1.4,0.2,5.6,0.5,0.8,0.1,0.3258,0.4924,0.1364,0.1667,1.1213,0.25,0.2121,0.7955,0.1742,0.6894,1.8712,0.4394,0.8333,0.8788,1.7121,0.947,0.8409,0.0833,0.4621,0.4697,0.2045,2.0605,0.2803,6.7651,0.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26748,1515,8.3,0.5,331389
51,VIRGINIA,VA,Prince William,51153,"Prince William County, Virginia",335.7398906,456749,0,147480,227,140473,767,30520,2406,11567,851,39262,564,33425,1388,41803,119,125952,55,34144,1309,12312,778,257220,330,25513,1394,19670,886,1652,280,4616,540,3514,398,4098,522,6.8,0.5,4.7,0.3,39262.0,564.0,11.5,0.5,9.2,0.1,27.6,0.0,7.6,0.3,8.8,0.6,56.3,0.1,6.0,0.3,13.3,0.6,1.1,0.2,3.3,0.4,2.5,0.3,0.9,0.1,0.1136,0.3939,0.1136,0.3788,0.9999,0.2197,0.0303,0.9924,0.053,0.6515,1.7272,0.2424,0.8864,0.9697,1.8561,0.9848,0.8333,0.1894,0.9242,0.0455,0.25,2.2424,0.4015,6.8256,0.3864,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,3,51243,2632,11.4,0.6,314558
51,VIRGINIA,VA,Giles,51071,"Giles County, Virginia",357.2236086,16814,0,8356,59,6987,237,1872,333,358,135,26459,1666,1432,249,3527,49,3492,50,2809,341,718,197,846,19,57,79,174,111,1201,193,52,37,372,119,134,132,11.3,2.0,4.6,1.7,26459.0,1666.0,11.8,2.1,21.0,0.3,20.8,0.3,16.8,2.0,10.3,2.8,5.0,0.1,0.4,0.5,2.1,1.3,14.4,2.3,0.7,0.5,5.3,1.7,0.8,0.8,0.4015,0.3864,0.6212,0.3939,1.803,0.4167,0.7121,0.6061,0.6818,0.7803,2.7803,0.9167,0.0606,0.3258,0.3864,0.1591,0.3258,0.7197,0.1742,0.4318,0.2045,1.856,0.1818,6.8257,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,279,8.9,1.7,12399
51,VIRGINIA,VA,Westmoreland,51193,"Westmoreland County, Virginia",229.3255968,17638,0,10895,51,7612,357,2117,504,631,251,32637,2260,1834,302,4259,56,3324,49,2575,356,345,133,6363,19,256,149,118,84,887,229,67,59,495,183,128,103,12.0,2.9,7.7,3.0,32637.0,2260.0,13.9,2.3,24.1,0.3,18.8,0.3,14.8,2.0,4.5,1.7,36.1,0.1,1.5,0.9,1.1,0.8,8.1,2.1,0.9,0.8,6.5,2.4,0.7,0.6,0.4318,0.8712,0.303,0.5303,2.1363,0.5152,0.9091,0.2803,0.5152,0.0682,1.7728,0.2879,0.6364,0.75,1.3864,0.7197,0.1591,0.5152,0.2424,0.553,0.1667,1.6364,0.1288,6.9319,0.4015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2265,335,13.0,1.9,11907
51,VIRGINIA,VA,Rockingham,51165,"Rockingham County, Virginia",849.7887699,79444,0,35184,113,30946,408,7401,899,1497,287,30138,1169,8960,484,14688,136,17712,122,10128,657,2066,261,8673,61,1440,261,824,166,3437,381,550,140,1852,268,1727,253,9.5,1.2,3.7,0.7,30138.0,1169.0,16.5,0.9,18.5,0.2,22.3,0.2,12.8,0.8,6.7,0.8,10.9,0.1,1.9,0.3,2.3,0.5,9.8,1.1,1.8,0.5,6.0,0.9,2.2,0.3,0.303,0.1667,0.4167,0.6894,1.5758,0.3333,0.447,0.75,0.2879,0.3258,1.8107,0.3561,0.197,0.8258,1.0228,0.5076,0.3561,0.5606,0.6591,0.4773,0.4924,2.5455,0.553,6.9548,0.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9007,990,11.4,1.3,72186
51,VIRGINIA,VA,Washington,51191,"Washington County, Virginia",561.1551468,54406,0,25933,120,22331,391,7862,855,1505,272,26085,835,5994,447,11752,60,10152,29,11034,808,1395,219,2552,83,113,122,589,140,4290,424,159,74,1069,203,1762,272,15.0,1.7,5.9,1.1,26085.0,835.0,15.0,1.1,21.6,0.1,18.7,0.1,20.6,1.5,6.2,1.0,4.7,0.2,0.2,0.2,2.3,0.5,16.5,1.6,0.7,0.3,4.8,0.9,3.2,0.5,0.5682,0.6061,0.6439,0.6212,2.4394,0.6515,0.7803,0.2576,0.8788,0.2727,2.1894,0.6591,0.0455,0.1591,0.2046,0.053,0.3561,0.7576,0.1742,0.3712,0.6288,2.2879,0.4318,7.1213,0.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4871,541,9.1,1.0,50613
51,VIRGINIA,VA,Amelia,51007,"Amelia County, Virginia",355.269251,12854,0,5543,36,4789,193,1707,429,178,111,29114,2784,1487,247,2425,2,2777,78,1757,328,359,137,3428,19,86,108,22,39,1373,248,149,110,158,71,139,84,13.4,3.4,2.8,1.7,29114.0,2784.0,16.5,2.8,18.9,0.1,21.6,0.6,13.8,2.6,7.5,2.8,26.7,0.1,0.7,0.9,0.4,0.7,24.8,4.5,3.1,2.3,3.3,1.5,1.1,0.7,0.4848,0.053,0.4621,0.6894,1.6893,0.3864,0.4924,0.697,0.3864,0.4394,2.0152,0.5227,0.5152,0.5379,1.0531,0.5152,0.0682,0.9394,0.9091,0.1364,0.3182,2.3713,0.4621,7.1289,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1426,442,11.2,3.5,9056
51,VIRGINIA,VA,Bland,51021,"Bland County, Virginia",357.6506336,6447,0,3312,94,2523,138,481,190,196,94,24275,2395,421,112,1407,17,1049,15,1058,194,152,79,236,63,6,66,94,79,903,192,46,48,99,51,736,204,8.4,3.4,7.1,3.5,24275.0,2395.0,8.5,2.3,21.8,0.5,16.3,0.2,18.5,3.4,6.0,3.1,3.7,1.0,0.1,1.1,2.8,2.4,27.3,6.0,1.8,1.9,3.9,2.0,11.4,3.2,0.197,0.8106,0.7348,0.1667,1.9091,0.4621,0.803,0.0985,0.7879,0.2273,1.9167,0.4697,0.0379,0.0985,0.1364,0.0303,0.4167,0.9697,0.6591,0.2121,0.9091,3.1667,0.7955,7.1289,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,483,175,8.5,3.0,5270
51,VIRGINIA,VA,Radford City,51750,"Radford city, Virginia",9.6763937,17630,0,6525,198,5438,289,5230,601,493,206,20760,2186,788,204,1504,45,1862,96,2138,336,278,136,2990,64,44,78,1569,246,285,143,55,54,459,165,3069,523,35.9,4.0,5.9,2.4,20760.0,2186.0,10.0,2.6,8.5,0.3,10.6,0.5,12.2,1.9,5.1,2.5,17.0,0.4,0.3,0.5,24.0,3.7,4.4,2.2,1.0,1.0,8.4,2.8,17.4,3.0,1.0,0.6061,0.9167,0.2652,2.788,0.7652,0.0076,0.0076,0.2576,0.1364,0.4092,0.0076,0.3409,0.2424,0.5833,0.2576,0.9697,0.4167,0.2803,0.7424,0.9545,3.3636,0.8561,7.1441,0.4394,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1348,356,7.7,2.0,19478
51,VIRGINIA,VA,Williamsburg City,51830,"Williamsburg city, Virginia",8.9403115,14788,0,5194,148,4670,206,2356,381,488,152,29203,2152,317,109,2195,56,1617,125,1570,245,364,144,4728,29,43,70,1060,156,0,19,70,55,420,145,4250,335,22.4,3.4,7.5,2.2,29203.0,2152.0,4.4,1.5,14.8,0.4,10.9,0.8,10.8,1.7,7.8,3.1,32.0,0.2,0.3,0.5,20.4,3.0,0.0,0.6,1.5,1.2,9.0,3.1,28.7,2.3,0.8864,0.8485,0.447,0.0152,2.1971,0.5606,0.2197,0.0152,0.1439,0.5379,0.9167,0.053,0.5833,0.2424,0.8257,0.4242,0.9318,0.0,0.5076,0.7879,0.9848,3.2121,0.8106,7.1516,0.447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,849,194,5.8,1.3,25219
51,VIRGINIA,VA,King and Queen,51097,"King and Queen County, Virginia",315.1515567,7052,0,3497,39,2826,159,1165,356,194,148,27306,2420,726,208,1572,88,1336,65,999,205,199,99,2397,17,57,89,0,24,544,142,61,40,86,46,0,17,16.5,5.1,5.9,4.6,27306.0,2420.0,14.0,4.0,22.3,1.2,18.9,0.9,14.2,2.9,7.0,3.5,34.0,0.2,0.8,1.3,0.0,0.7,15.6,4.1,2.2,1.4,3.0,1.6,0.0,0.2,0.6591,0.6061,0.553,0.5379,2.3561,0.6364,0.8258,0.3106,0.447,0.3636,1.947,0.4924,0.6212,0.5758,1.197,0.6439,0.0,0.75,0.8106,0.1061,0.0,1.6667,0.1515,7.1668,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,264,12.3,3.7,4225
51,VIRGINIA,VA,Surry,51181,"Surry County, Virginia",278.949332,6600,0,3561,18,2760,164,839,235,230,88,28688,2154,661,131,1364,0,1171,0,1095,160,206,90,3143,17,0,68,49,46,502,136,51,35,193,82,0,17,12.7,3.6,7.2,2.7,28688.0,2154.0,13.6,2.7,20.7,0.0,17.7,0.0,16.6,2.4,7.5,3.2,47.6,0.3,0.0,1.1,1.4,1.3,14.1,3.8,1.8,1.3,7.0,2.9,0.0,0.3,0.4621,0.8258,0.5,0.4924,2.2803,0.6212,0.6591,0.1667,0.6439,0.4394,1.9091,0.4621,0.8409,0.0,0.8409,0.4318,0.197,0.6894,0.6591,0.6136,0.0,2.1591,0.3712,7.1894,0.4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,187,11.7,2.8,5242
51,VIRGINIA,VA,Appomattox,51011,"Appomattox County, Virginia",334.2185773,15577,0,7264,41,6095,218,2096,434,275,110,26890,1497,1758,248,3100,28,3344,18,2604,328,534,126,3632,24,46,86,113,50,1533,213,80,36,305,81,72,74,13.5,2.8,3.8,1.5,26890.0,1497.0,15.9,2.2,19.9,0.2,21.5,0.1,16.8,2.1,8.8,2.1,23.3,0.2,0.3,0.6,1.6,0.7,21.1,2.9,1.3,0.6,5.0,1.3,0.5,0.5,0.5,0.2045,0.5833,0.6439,1.9317,0.4773,0.5606,0.6818,0.6818,0.6515,2.5757,0.8485,0.4545,0.2424,0.6969,0.3333,0.25,0.8636,0.4167,0.3939,0.1136,2.0378,0.2576,7.2421,0.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,201,8.2,1.3,12399
51,VIRGINIA,VA,Carroll,51035,"Carroll County, Virginia",474.7441172,29738,0,16741,52,12375,346,4429,769,469,160,24868,2349,4253,422,6876,69,5590,31,5424,549,886,222,1564,25,257,142,234,122,3727,363,137,71,589,164,166,109,15.0,2.6,3.5,1.2,24868.0,2349.0,19.2,1.9,23.1,0.2,18.8,0.1,18.3,1.9,7.2,1.8,5.3,0.1,0.9,0.5,1.4,0.7,22.3,2.2,1.1,0.6,4.8,1.3,0.6,0.4,0.5682,0.1439,0.7045,0.8561,2.2727,0.6136,0.8712,0.2803,0.7803,0.4167,2.3485,0.7273,0.0682,0.6364,0.7046,0.3409,0.197,0.8939,0.3258,0.3712,0.1364,1.9243,0.2121,7.2501,0.4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535,722,11.9,2.4,22261
51,VIRGINIA,VA,Isle of Wight,51093,"Isle of Wight County, Virginia",315.667265,36372,0,15511,61,14304,278,3604,657,1493,256,35344,1597,3282,331,6528,63,7654,29,5137,465,1211,233,10630,25,283,213,691,182,1883,233,241,131,631,154,259,136,10.0,1.8,7.9,1.4,35344.0,1597.0,12.5,1.3,17.9,0.2,21.0,0.1,14.3,1.3,8.5,1.6,29.2,0.1,0.8,0.6,4.5,1.2,12.1,1.5,1.7,0.9,4.4,1.1,0.7,0.4,0.3258,0.8864,0.2197,0.4091,1.841,0.4242,0.4091,0.6288,0.4621,0.5985,2.0985,0.6288,0.5455,0.5758,1.1213,0.5833,0.5455,0.6439,0.5985,0.2955,0.1667,2.2501,0.4091,7.3109,0.4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615,573,7.3,1.6,27167
51,VIRGINIA,VA,Prince George,51149,"Prince George County, Virginia",265.3450176,37894,0,12415,150,11415,319,3142,722,1201,279,28873,1566,2642,433,4918,83,8183,65,4703,491,876,187,16991,123,157,123,563,185,711,193,122,68,528,178,3888,428,9.3,2.1,7.4,1.7,28873.0,1566.0,10.0,1.7,13.0,0.2,21.6,0.2,14.2,1.5,7.7,1.6,44.8,0.3,0.4,0.3,4.5,1.5,5.7,1.5,1.1,0.6,4.6,1.5,10.3,1.1,0.2955,0.8409,0.4773,0.2652,1.8789,0.4394,0.1439,0.697,0.447,0.4924,1.7803,0.3106,0.803,0.3258,1.1288,0.5909,0.5455,0.4545,0.3258,0.3182,0.8939,2.5379,0.5455,7.3259,0.4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,443,7.3,1.3,37553
51,VIRGINIA,VA,Caroline,51033,"Caroline County, Virginia",527.6094815,30184,0,12176,385,10911,437,2307,529,786,221,31536,2982,2947,347,4808,118,6981,285,3377,398,1016,292,11021,85,138,129,41,40,1335,231,228,84,521,134,2185,1002,8.3,1.8,5.4,1.4,31536.0,2982.0,14.4,1.7,15.9,0.4,23.1,0.9,12.1,1.5,9.3,2.7,36.5,0.3,0.5,0.5,0.3,0.3,11.0,1.9,2.1,0.8,4.8,1.2,7.2,3.3,0.1818,0.5227,0.3485,0.5682,1.6212,0.3485,0.303,0.7955,0.2424,0.7273,2.0682,0.5682,0.6439,0.3712,1.0151,0.4924,0.0606,0.5985,0.7803,0.3712,0.8258,2.6364,0.5985,7.3409,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,360,7.0,1.3,20574
51,VIRGINIA,VA,Louisa,51109,"Louisa County, Virginia",496.1320943,35380,0,17218,56,13575,410,4325,705,1102,251,31284,2274,4070,514,6684,58,7288,50,5889,558,869,216,8042,353,290,153,248,97,2295,356,290,101,679,192,118,87,12.3,2.0,6.3,1.4,31284.0,2274.0,15.8,2.0,18.9,0.2,20.6,0.1,16.7,1.6,6.4,1.6,22.7,1.0,0.9,0.5,1.4,0.6,13.3,2.1,2.1,0.7,5.0,1.4,0.3,0.2,0.4394,0.697,0.3712,0.6364,2.144,0.5227,0.4924,0.5833,0.6591,0.3106,2.0454,0.5455,0.4394,0.6364,1.0758,0.5379,0.197,0.6667,0.7803,0.3939,0.0606,2.0985,0.3333,7.3637,0.5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,661,11.0,1.9,26470
51,VIRGINIA,VA,Suffolk City,51800,"Suffolk city, Virginia",399.1532916,89160,0,36213,113,33198,360,9520,1112,2785,416,32894,793,6736,593,12250,75,21971,0,10821,575,3348,378,45026,109,401,170,2640,366,1082,169,522,163,2271,257,572,261,10.8,1.3,6.2,0.9,32894.0,793.0,11.2,1.0,13.7,0.1,24.6,0.0,12.5,0.7,10.1,1.1,50.5,0.1,0.5,0.2,7.3,1.0,3.0,0.5,1.6,0.5,6.8,0.8,0.6,0.3,0.3788,0.6742,0.2879,0.3561,1.697,0.3939,0.1667,0.9167,0.2652,0.7727,2.1213,0.6364,0.8636,0.3712,1.2348,0.6591,0.6667,0.3409,0.5758,0.5909,0.1364,2.3107,0.4545,7.3638,0.5152,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6324,711,7.3,0.8,72465
51,VIRGINIA,VA,Russell,51167,"Russell County, Virginia",473.5230751,27408,0,13537,62,10965,346,5276,732,697,207,21754,1341,4174,455,5493,59,5259,34,6689,609,603,173,879,22,11,87,65,68,3630,369,41,27,665,197,496,146,19.5,2.7,6.8,2.0,21754.0,1341.0,20.7,2.2,20.0,0.2,19.2,0.1,24.6,2.2,5.5,1.6,3.2,0.1,0.0,0.3,0.5,0.5,26.8,2.7,0.4,0.3,6.1,1.8,1.8,0.5,0.7652,0.7727,0.8636,0.8939,3.2954,0.8864,0.5682,0.3409,0.9621,0.1742,2.0454,0.5455,0.0227,0.0,0.0227,0.0152,0.0758,0.9545,0.0455,0.4848,0.447,2.0076,0.25,7.3711,0.5227,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2757,432,10.1,1.6,22745
51,VIRGINIA,VA,Charlottesville City,51540,"Charlottesville city, Virginia",10.2446641,47042,0,20499,134,18613,341,10915,765,1045,183,35026,1609,2728,371,5039,79,7385,70,4200,458,1511,273,16119,30,1233,313,3693,343,180,97,333,112,2181,289,2897,295,24.6,1.7,4.1,0.7,35026.0,1609.0,9.1,1.2,10.7,0.2,15.7,0.1,9.0,1.0,8.1,1.5,34.3,0.1,2.8,0.7,18.0,1.7,0.9,0.5,1.8,0.6,11.7,1.5,6.2,0.6,0.9394,0.2955,0.2273,0.2045,1.6667,0.3636,0.0758,0.0606,0.0758,0.553,0.7652,0.0379,0.6288,0.8864,1.5152,0.8182,0.9015,0.1591,0.6591,0.9167,0.803,3.4394,0.8939,7.3865,0.5303,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,4245,619,9.1,1.3,61228
