ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
51,VIRGINIA,VA,51001,Accomack,51001090100,"Census Tract 901, Accomack County, Virginia",7.158471621128,2899,14,4491,180,1523,135,260,129,84,59,36089,6041,383,142,974,127,330,81,562,142,44,39,242,162,72,95,96,78,790,184,0,17,109,56,29,31,9.1,4.5,6.9,4.5,36089.0,6041.0,15.5,5.7,33.6,4.4,11.4,2.8,19.6,5.0,2.9,2.6,8.3,5.6,2.5,3.3,2.1,1.7,17.6,4.0,0.0,1.1,7.2,3.6,1.0,1.1,0.5035,0.7561,0.4325,0.7339,2.426,0.6453,0.9846,0.0633,0.8789,0.1288,2.0556,0.5213,0.0969,0.7094,0.8063,0.388,0.4125,0.8917,0.0,0.6829,0.7515,2.7386,0.7064,8.0265,0.6463,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,254,105,8.9,3.7,2649
51,VIRGINIA,VA,51001,Accomack,51001090200,"Census Tract 902, Accomack County, Virginia",72.511161782648,5960,654,4307,211,2563,286,795,385,41,43,22772,2328,792,208,1432,224,1107,312,894,231,109,92,1954,846,56,101,0,24,1125,247,51,71,158,127,109,47,13.4,6.3,1.5,1.6,22772.0,2328.0,17.4,4.4,24.0,3.7,18.6,4.8,15.1,4.2,4.3,3.6,32.8,13.7,1.0,1.8,0.0,0.6,26.1,5.5,2.0,2.8,6.2,4.8,1.8,0.8,0.6695,0.0688,0.8165,0.7999,2.3547,0.6265,0.8973,0.2602,0.7182,0.2501,2.1258,0.5731,0.4795,0.5077,0.9872,0.5136,0.0,0.9504,0.6615,0.6391,0.802,3.053,0.8099,8.5207,0.7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,672,313,11.3,4.9,5856
51,VIRGINIA,VA,51001,Accomack,51001090300,"Census Tract 903, Accomack County, Virginia",49.588113841156,2527,327,1340,87,1021,109,569,170,116,71,23832,3951,413,120,454,86,473,154,392,105,124,68,743,431,30,46,0,17,226,87,14,14,34,17,28,15,22.6,6.5,9.6,5.0,23832.0,3951.0,22.6,5.4,18.0,3.7,18.7,5.6,15.5,4.3,12.1,6.5,29.4,16.7,1.2,1.9,0.0,1.3,16.9,6.1,1.4,1.4,3.3,1.7,1.1,0.6,0.8751,0.8938,0.7899,0.9058,3.4646,0.9272,0.6652,0.2656,0.7369,0.7999,2.4676,0.7759,0.4236,0.5428,0.9664,0.4949,0.0,0.8858,0.5652,0.4132,0.7632,2.6274,0.6562,9.526,0.8529,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600,200,23.7,6.6,860
51,VIRGINIA,VA,51001,Accomack,51001090400,"Census Tract 904, Accomack County, Virginia",74.793244294686,6332,810,2786,174,2121,221,1791,697,79,108,21010,3868,978,287,934,197,1786,429,542,180,319,159,4224,898,720,307,123,47,712,200,118,87,341,152,579,337,29.2,10.0,2.9,3.8,21010.0,3868.0,24.6,6.7,14.8,3.3,28.2,5.7,8.8,2.8,15.0,7.4,66.7,11.3,12.8,5.2,4.4,1.7,25.6,7.0,5.6,4.1,16.1,7.1,9.1,5.2,0.9349,0.246,0.8624,0.9313,2.9746,0.7988,0.4944,0.8845,0.326,0.8856,2.5905,0.834,0.86,0.9638,1.8238,0.9601,0.5082,0.9466,0.9186,0.9082,0.9276,4.2092,0.9979,11.5981,0.9872,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,1,4,7,1592,463,26.0,7.0,7657
51,VIRGINIA,VA,51001,Accomack,51001090500,"Census Tract 905, Accomack County, Virginia",25.4596817106,2310,278,1371,77,1015,102,567,244,14,44,23334,3810,432,162,453,126,466,157,258,92,111,54,1047,326,198,112,0,17,158,59,6,17,129,71,24,13,24.5,9.7,1.3,3.8,23334.0,3810.0,24.7,7.8,19.6,5.9,20.2,6.3,11.2,3.9,10.9,5.3,45.3,13.0,8.7,4.8,0.0,1.2,11.5,4.4,0.6,1.7,12.7,6.6,1.0,0.5,0.8959,0.0528,0.8016,0.9324,2.6827,0.7212,0.7499,0.3848,0.4867,0.7536,2.375,0.7263,0.6578,0.9303,1.5881,0.8558,0.0,0.8266,0.3507,0.8628,0.7515,2.7916,0.7229,9.4374,0.8411,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,432,147,18.7,5.5,1764
51,VIRGINIA,VA,51001,Accomack,51001090600,"Census Tract 906, Accomack County, Virginia",49.3109783198,3693,331,2489,137,1875,169,598,215,92,51,30944,4119,401,127,1256,155,514,122,512,126,157,80,825,429,55,80,138,70,133,88,0,17,243,67,38,51,16.3,5.7,5.6,3.0,30944.0,4119.0,13.0,3.6,34.0,3.9,13.9,3.1,14.0,3.5,8.4,4.2,22.3,11.4,1.5,2.2,5.5,2.8,5.3,3.5,0.0,0.9,13.0,3.3,1.0,1.4,0.7459,0.6291,0.568,0.645,2.588,0.694,0.9856,0.091,0.6633,0.6067,2.3466,0.706,0.3156,0.5971,0.9127,0.4534,0.5428,0.7449,0.0,0.8724,0.7515,2.9116,0.7656,8.7589,0.7491,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,440,172,12.0,4.4,2232
51,VIRGINIA,VA,51001,Accomack,51001090700,"Census Tract 907, Accomack County, Virginia",60.47352497905,5412,571,2595,156,1935,197,707,350,119,86,22981,3049,440,170,935,169,1534,378,605,162,184,103,2279,740,99,91,0,24,342,166,9,22,159,101,10,6,13.1,6.6,4.9,3.5,22981.0,3049.0,12.5,4.8,17.3,3.5,28.3,6.3,11.2,3.2,9.5,5.3,42.1,12.9,1.9,1.8,0.0,0.9,13.2,6.2,0.5,1.1,8.2,5.1,0.2,0.1,0.6615,0.5459,0.8123,0.6237,2.6434,0.7095,0.6307,0.8898,0.4867,0.678,2.6852,0.8778,0.6158,0.6493,1.2651,0.6801,0.0,0.8458,0.3209,0.7272,0.5636,2.4575,0.5868,9.0512,0.7881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,216,13.5,3.8,5421
51,VIRGINIA,VA,51001,Accomack,51001090800,"Census Tract 908, Accomack County, Virginia",80.766760769672,3609,499,1872,88,1348,123,1151,416,60,62,19753,3675,580,143,733,139,671,229,555,147,122,60,1737,566,67,95,0,17,373,109,5,15,179,90,296,319,32.1,8.5,4.3,4.5,19753.0,3675.0,24.0,5.3,20.3,4.4,18.6,5.8,15.4,4.5,9.1,4.4,48.1,14.2,2.0,2.8,0.0,0.9,19.9,5.8,0.4,1.1,13.3,6.4,8.2,8.8,0.953,0.4557,0.8981,0.9228,3.2296,0.8743,0.7749,0.2602,0.7337,0.6546,2.4234,0.7481,0.6876,0.661,1.3486,0.7318,0.0,0.9104,0.3007,0.8777,0.9234,3.0122,0.7928,10.0138,0.9042,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,721,229,20.0,6.1,2684
51,VIRGINIA,VA,51001,Accomack,51001980100,"Census Tract 9801, Accomack County, Virginia",12.15746973693,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,29
51,VIRGINIA,VA,51001,Accomack,51001980200,"Census Tract 9802, Accomack County, Virginia",17.089876840792,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,1037
51,VIRGINIA,VA,51001,Accomack,51001990100,"Census Tract 9901, Accomack County, Virginia",0.0,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,0
51,VIRGINIA,VA,51003,Albemarle,51003010100,"Census Tract 101, Albemarle County, Virginia",140.08568980284,5553,444,2350,136,2189,166,468,222,147,84,56496,12201,324,178,1250,229,1023,147,537,172,54,48,560,659,23,69,59,36,127,76,35,38,27,34,184,231,8.5,3.8,5.5,3.1,56496.0,12201.0,7.6,4.0,22.5,4.0,18.4,2.2,9.8,3.0,2.5,2.2,10.1,11.8,0.4,1.3,2.5,1.5,5.4,3.3,1.6,1.7,1.2,1.5,3.3,4.2,0.4784,0.6185,0.1312,0.4045,1.6326,0.3991,0.8531,0.2528,0.3842,0.1011,1.5912,0.2263,0.1288,0.3188,0.4476,0.19,0.4385,0.7476,0.6003,0.1591,0.8616,2.8071,0.732,6.4785,0.3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,293,12.8,5.2,1507
51,VIRGINIA,VA,51003,Albemarle,51003010201,"Census Tract 102.01, Albemarle County, Virginia",27.066073367374,4737,313,1909,54,1784,101,118,75,123,59,39704,3385,179,79,837,103,1149,134,306,84,35,26,924,428,103,68,6,16,18,21,0,17,0,12,6,4,2.5,1.6,4.6,2.1,39704.0,3385.0,5.5,2.4,17.7,2.0,24.3,2.3,6.5,1.7,2.0,1.5,19.5,8.9,2.3,1.5,0.3,0.9,0.9,1.1,0.0,1.0,0.0,1.8,0.1,0.1,0.1127,0.5011,0.3397,0.2932,1.2467,0.2739,0.6498,0.6876,0.1702,0.0713,1.5789,0.2172,0.2672,0.6913,0.9585,0.487,0.2693,0.5811,0.0,0.0,0.488,1.3384,0.197,5.1225,0.1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,227,6.5,4.7,2041
51,VIRGINIA,VA,51003,Albemarle,51003010202,"Census Tract 102.02, Albemarle County, Virginia",22.379335244072,3130,235,1362,63,1218,98,135,86,10,16,61083,7072,93,66,734,76,691,99,295,108,34,26,265,336,9,48,0,17,33,31,0,17,0,12,0,12,4.3,2.7,0.6,1.0,61083.0,7072.0,4.1,2.9,23.5,2.6,22.1,2.7,9.5,3.5,2.8,2.2,8.5,10.7,0.3,1.7,0.0,1.2,2.4,2.3,0.0,1.4,0.0,2.6,0.0,0.4,0.2317,0.0133,0.096,0.2033,0.5443,0.0562,0.8856,0.5359,0.3613,0.1208,1.9036,0.4232,0.0995,0.2757,0.3752,0.1575,0.0,0.6782,0.0,0.0,0.0,0.6782,0.0715,3.5013,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,1.4,1.4,1538
51,VIRGINIA,VA,51003,Albemarle,51003010300,"Census Tract 103, Albemarle County, Virginia",9.174794721138,8696,633,3438,99,3265,162,681,422,181,105,35761,4458,736,335,1133,136,2274,288,914,200,244,97,1942,928,258,173,54,62,285,110,81,82,56,65,13,28,7.9,4.9,3.9,2.3,35761.0,4458.0,12.2,5.2,13.0,1.7,26.1,2.7,10.6,2.2,7.5,3.0,22.3,10.6,3.2,2.1,1.6,1.8,8.3,3.1,2.5,2.5,1.7,2.0,0.1,0.3,0.4437,0.3954,0.44,0.6115,1.8906,0.4799,0.4061,0.7887,0.444,0.5311,2.1699,0.5977,0.3156,0.7674,1.083,0.5753,0.3816,0.7892,0.7344,0.2355,0.488,2.6287,0.6567,7.7722,0.6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,350,8.3,3.9,8104
51,VIRGINIA,VA,51003,Albemarle,51003010401,"Census Tract 104.01, Albemarle County, Virginia",92.06721495518,4139,380,2105,78,1713,123,197,118,133,86,62319,13364,303,128,997,97,839,164,498,158,129,76,460,506,21,57,0,17,75,60,24,39,34,33,8,7,4.8,2.8,6.1,3.7,62319.0,13364.0,9.8,4.0,24.1,2.7,20.3,3.5,12.1,3.6,7.5,4.4,11.1,12.2,0.5,1.5,0.0,0.8,3.6,2.9,1.4,2.3,2.0,1.9,0.2,0.2,0.2664,0.6889,0.0907,0.5045,1.5505,0.3692,0.901,0.3928,0.5422,0.5311,2.3671,0.7193,0.1394,0.3646,0.504,0.2193,0.0,0.7172,0.5652,0.2691,0.5636,2.1151,0.4485,6.5367,0.4104,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,458,196,11.1,4.2,2694
51,VIRGINIA,VA,51003,Albemarle,51003010402,"Census Tract 104.02, Albemarle County, Virginia",18.840960608168,2935,227,1448,48,1263,89,109,97,88,61,64599,10008,231,136,966,125,398,95,212,98,22,24,281,327,0,48,0,17,8,13,0,17,17,18,0,12,3.7,3.4,6.2,4.0,64599.0,10008.0,9.8,5.5,32.9,4.1,13.6,3.1,7.2,3.4,1.7,1.9,9.6,11.1,0.0,1.7,0.0,1.2,0.6,0.9,0.0,1.3,1.3,1.4,0.0,0.4,0.197,0.6996,0.0827,0.5045,1.4838,0.343,0.9819,0.0889,0.2113,0.0553,1.3374,0.1275,0.1197,0.0,0.1197,0.0633,0.0,0.539,0.0,0.1751,0.0,0.7141,0.0774,3.655,0.0423,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39,34,1.3,1.2,2640
51,VIRGINIA,VA,51003,Albemarle,51003010500,"Census Tract 105, Albemarle County, Virginia",9.820233712498,5565,646,2862,118,2630,150,212,139,32,34,50460,8564,292,185,1636,492,1006,216,753,196,110,97,1133,873,124,111,1188,215,68,76,21,38,202,98,271,555,4.0,2.6,1.2,1.2,50460.0,8564.0,6.7,3.7,29.4,6.2,18.1,3.3,14.2,3.3,4.2,3.7,20.4,15.5,2.4,2.1,41.5,7.3,2.4,2.7,0.8,1.5,7.7,3.6,4.9,10.0,0.2146,0.0448,0.1872,0.3614,0.808,0.1252,0.9729,0.2352,0.6729,0.2422,2.1232,0.5694,0.2826,0.6998,0.9824,0.5098,0.9271,0.6782,0.4156,0.7037,0.8962,3.6208,0.9498,7.5344,0.5677,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,211,123,4.0,2.3,10687
51,VIRGINIA,VA,51003,Albemarle,51003010601,"Census Tract 106.01, Albemarle County, Virginia",2.572943573392,6579,507,2885,92,2771,138,1083,429,54,52,35900,4213,406,198,1400,193,1365,184,887,229,421,177,1954,660,90,90,931,166,0,17,0,24,461,142,233,129,17.1,7.0,1.7,1.6,35900.0,4213.0,9.2,4.3,21.3,2.5,20.7,2.3,14.0,3.6,15.2,6.4,29.7,9.8,1.4,1.5,32.3,5.7,0.0,1.1,0.0,0.9,16.6,5.2,3.5,1.9,0.7624,0.0945,0.4379,0.4779,1.7727,0.4452,0.8164,0.4263,0.6633,0.8898,2.7958,0.9152,0.429,0.5796,1.0086,0.5327,0.884,0.0,0.0,0.9146,0.8675,2.6661,0.6711,8.2432,0.6779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,364,160,5.8,2.4,7815
51,VIRGINIA,VA,51003,Albemarle,51003010602,"Census Tract 106.02, Albemarle County, Virginia",2.028102685928,4070,308,1890,79,1665,119,264,129,9,11,46401,4118,108,66,765,91,876,126,299,104,97,49,772,430,50,65,290,108,0,12,15,20,48,53,0,12,6.5,3.1,0.4,0.5,46401.0,4118.0,3.6,2.2,18.8,2.4,21.5,2.6,7.4,2.5,5.8,2.9,19.0,10.5,1.3,1.7,15.3,5.7,0.0,1.7,0.9,1.2,2.9,3.1,0.0,0.3,0.3679,0.0096,0.2411,0.1687,0.7873,0.1166,0.7094,0.4864,0.2295,0.3997,1.825,0.3693,0.2613,0.5609,0.8222,0.3954,0.7387,0.0,0.447,0.3737,0.0,1.5594,0.2509,4.9939,0.1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,147,7.8,3.5,1778
51,VIRGINIA,VA,51003,Albemarle,51003010700,"Census Tract 107, Albemarle County, Virginia",1.230913639406,5795,499,2867,177,2650,240,826,373,0,17,33770,5414,385,149,761,167,1053,285,314,166,134,104,2922,707,236,126,1166,260,125,104,42,36,207,121,257,131,14.9,6.6,0.0,0.9,33770.0,5414.0,9.3,3.6,13.1,2.9,18.2,4.7,5.7,3.1,5.1,3.9,50.4,11.4,4.4,2.3,40.7,8.7,4.4,3.7,1.6,1.4,7.8,4.5,4.4,2.2,0.7101,0.0,0.4907,0.4832,1.684,0.4168,0.4093,0.2443,0.1174,0.3379,1.1089,0.079,0.7174,0.8265,1.5439,0.834,0.9218,0.73,0.6003,0.7096,0.8904,3.8521,0.9813,8.1889,0.6699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,785,390,14.2,6.6,18281
51,VIRGINIA,VA,51003,Albemarle,51003010800,"Census Tract 108, Albemarle County, Virginia",5.306575849348,5352,544,2894,83,2501,190,591,292,61,59,46697,11128,305,142,1073,134,1003,319,841,269,217,124,1457,659,66,116,695,204,0,17,0,24,272,109,28,12,11.1,5.2,2.1,2.0,46697.0,11128.0,7.5,3.5,20.0,2.9,18.7,5.6,15.8,4.9,8.7,4.9,27.2,12.0,1.3,2.3,24.0,7.0,0.0,1.1,0.0,1.0,10.9,4.3,0.5,0.2,0.59,0.1366,0.2379,0.397,1.3615,0.3103,0.7626,0.2656,0.7476,0.6296,2.4054,0.7407,0.3896,0.5609,0.9505,0.4827,0.8292,0.0,0.0,0.8094,0.6812,2.3198,0.5435,7.0372,0.4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,186,6.7,3.5,8737
51,VIRGINIA,VA,51003,Albemarle,51003010901,"Census Tract 109.01, Albemarle County, Virginia",0.583756108044,1805,443,846,54,650,81,372,115,12,16,26893,6289,10,12,206,37,91,47,117,40,15,13,757,469,125,105,532,71,0,12,0,17,90,34,703,451,33.8,8.2,2.4,3.7,26893.0,6289.0,0.9,1.1,11.4,3.4,5.0,2.3,6.5,2.7,2.3,2.1,41.9,23.9,7.2,5.8,62.9,7.5,0.0,3.8,0.0,2.6,13.8,5.0,38.9,23.1,0.9616,0.183,0.6928,0.0271,1.8645,0.4719,0.3246,0.0234,0.1702,0.0825,0.6007,0.0342,0.6115,0.9021,1.5136,0.8175,0.9654,0.0,0.0,0.8852,0.9798,2.8304,0.7384,6.8092,0.4596,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,4,49,31,2.7,1.9,2196
51,VIRGINIA,VA,51003,Albemarle,51003010902,"Census Tract 109.02, Albemarle County, Virginia",0.820139721606,3523,652,514,80,470,81,307,138,64,54,9401,2113,94,40,45,26,308,101,142,102,54,36,1509,823,98,60,310,73,0,12,25,23,102,40,2326,643,25.6,9.9,5.2,4.1,9401.0,2113.0,12.5,6.1,1.3,0.7,8.7,2.4,4.0,2.6,11.5,7.4,42.8,22.0,2.8,1.7,60.3,10.7,0.0,6.1,5.3,5.0,21.7,7.4,66.0,13.6,0.9055,0.5843,0.9883,0.6237,3.1018,0.8406,0.0138,0.0404,0.0379,0.7786,0.8707,0.0528,0.6248,0.7376,1.3624,0.7435,0.9622,0.0,0.9074,0.953,0.9872,3.8098,0.976,9.1447,0.8042,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,4,6,266,98,7.6,2.8,2831
51,VIRGINIA,VA,51003,Albemarle,51003010903,"Census Tract 109.03, Albemarle County, Virginia",0.37801509361,3159,553,98,70,98,70,164,118,62,58,4089,1096,44,55,0,12,12,16,123,78,0,17,1167,662,29,49,47,46,0,12,38,45,75,61,2985,572,94.3,9.8,8.8,7.8,4089.0,1096.0,24.6,19.4,0.0,1.0,0.4,0.5,3.9,2.4,0.0,17.3,36.9,20.0,0.9,1.6,48.0,32.9,0.0,27.6,38.8,37.4,76.5,28.8,94.5,7.4,1.0,0.8607,0.9984,0.9313,3.7904,0.9797,0.0,0.0059,0.0331,0.0,0.039,0.0016,0.5423,0.4832,1.0255,0.5402,0.9399,0.0,1.0,0.9995,0.9936,3.933,0.9851,8.7879,0.7517,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,4,7,67,47,2.1,1.3,12094
51,VIRGINIA,VA,51003,Albemarle,51003011000,"Census Tract 110, Albemarle County, Virginia",29.301436379106,6442,453,2660,126,2392,148,170,121,34,39,74516,8164,143,119,1463,155,1569,163,366,127,54,51,561,632,60,91,15,28,0,17,0,24,30,34,20,12,2.6,1.9,1.1,1.3,74516.0,8164.0,3.1,2.5,22.7,2.5,24.4,1.9,5.7,1.9,2.3,2.2,8.7,9.8,1.0,1.5,0.6,1.1,0.0,1.2,0.0,1.0,1.3,1.4,0.3,0.2,0.1196,0.0395,0.0491,0.1341,0.3423,0.0166,0.86,0.6961,0.1174,0.0825,1.756,0.3234,0.1027,0.5077,0.6104,0.2741,0.3028,0.0,0.0,0.1751,0.6221,1.1,0.1404,3.8087,0.0546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,223,3.2,3.4,4969
51,VIRGINIA,VA,51003,Albemarle,51003011100,"Census Tract 111, Albemarle County, Virginia",16.24188063209,7855,535,3622,94,3262,189,491,283,88,56,41343,3404,280,145,1360,171,2183,218,585,166,265,120,781,760,0,68,187,89,215,143,18,31,77,51,13,8,6.3,3.5,2.4,1.5,41343.0,3404.0,5.1,2.6,17.3,2.3,27.8,2.0,7.5,2.0,8.1,3.7,9.9,9.7,0.0,0.9,5.2,2.5,5.9,3.9,0.6,1.0,2.4,1.5,0.2,0.1,0.3529,0.183,0.3152,0.2672,1.1183,0.229,0.6307,0.8701,0.2401,0.5838,2.3247,0.6948,0.1235,0.0,0.1235,0.0649,0.5338,0.7583,0.3507,0.3257,0.5636,2.5321,0.6204,6.0986,0.3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,86,1.8,1.1,6177
51,VIRGINIA,VA,51003,Albemarle,51003011201,"Census Tract 112.01, Albemarle County, Virginia",86.57495261538,3940,338,1937,63,1602,121,252,157,94,61,40865,6312,200,95,728,95,887,164,275,94,54,53,366,492,26,49,31,38,163,85,0,17,17,19,75,55,6.4,3.9,4.3,2.7,40865.0,6312.0,7.0,3.2,18.5,2.5,22.5,3.7,7.0,2.4,3.4,3.3,9.3,12.5,0.7,1.3,1.6,2.0,8.4,4.4,0.0,1.1,1.1,1.2,1.9,1.4,0.3609,0.4557,0.3227,0.3763,1.5156,0.3547,0.6913,0.5636,0.2022,0.1623,1.6194,0.2396,0.1155,0.4268,0.5423,0.2368,0.3816,0.7914,0.0,0.1426,0.8089,2.1245,0.4544,5.8018,0.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,87,4.6,2.2,2005
51,VIRGINIA,VA,51003,Albemarle,51003011202,"Census Tract 112.02, Albemarle County, Virginia",36.588465294358,3466,243,1492,37,1387,82,205,130,25,23,60983,7971,127,73,727,97,729,126,186,61,8,17,488,355,33,67,0,17,43,53,0,17,11,17,17,9,5.9,3.8,1.4,1.3,60983.0,7971.0,5.0,2.8,21.0,3.2,21.0,3.3,5.4,1.8,0.6,1.3,14.1,10.2,1.0,2.0,0.0,1.1,2.9,3.6,0.0,1.2,0.8,1.2,0.5,0.3,0.3305,0.0598,0.0987,0.2618,0.7508,0.1054,0.8068,0.4449,0.1009,0.0218,1.3744,0.1387,0.1841,0.5077,0.6918,0.314,0.0,0.6974,0.0,0.1025,0.6812,1.4811,0.2365,4.2981,0.0995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,1.7,1.1,3170
