ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
51,VIRGINIA,VA,51093,Isle of Wight,51093280101,"Census Tract 2801.01, Isle of Wight County, Virginia",43.91413143675,4060,312,1871,87,1664,122,544,285,118,72,36040,4640,529,161,768,82,736,92,518,132,112,74,1488,385,0,48,0,17,240,91,54,45,31,30,0,12,13.4,7.1,5.3,3.1,36040.0,4640.0,17.4,5.0,18.9,2.3,18.1,1.8,12.8,2.9,6.7,4.4,36.7,9.1,0.0,1.2,0.0,0.9,12.8,4.8,3.2,2.7,1.9,1.7,0.0,0.3,0.6695,0.5961,0.4341,0.7999,2.4996,0.6699,0.7147,0.2352,0.5822,0.4699,2.002,0.484,0.5386,0.0,0.5386,0.2358,0.0,0.8415,0.7956,0.2579,0.0,1.895,0.3657,6.9352,0.4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,139,4.8,3.3,5521
51,VIRGINIA,VA,51093,Isle of Wight,51093280103,"Census Tract 2801.03, Isle of Wight County, Virginia",18.804658525924,8146,568,3318,112,3104,166,592,343,432,161,35392,3554,385,163,1327,165,1935,297,1076,191,310,144,2071,707,228,218,337,123,368,161,107,105,130,86,10,7,7.3,4.1,10.0,3.5,35392.0,3554.0,6.9,2.8,16.3,2.3,23.8,3.2,13.5,2.4,10.0,4.6,25.4,8.5,2.9,2.8,10.2,3.7,11.1,4.8,3.4,3.4,4.2,2.8,0.1,0.1,0.4122,0.9066,0.4453,0.3709,2.135,0.5511,0.57,0.6546,0.6265,0.7041,2.5552,0.8143,0.3598,0.7456,1.1054,0.5875,0.6567,0.8218,0.8127,0.4981,0.488,3.2773,0.8868,9.0729,0.7929,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1024,557,12.8,6.6,3190
51,VIRGINIA,VA,51093,Isle of Wight,51093280104,"Census Tract 2801.04, Isle of Wight County, Virginia",4.220265130982,4141,235,1744,82,1605,92,155,97,95,46,44948,3894,128,75,862,94,877,126,678,140,103,65,628,319,0,48,35,25,32,28,9,18,16,19,89,71,3.8,2.4,4.7,2.3,44948.0,3894.0,4.1,2.4,20.8,2.3,21.2,2.8,16.9,3.3,6.4,4.0,15.2,7.7,0.0,1.2,2.0,1.5,1.8,1.6,0.6,1.1,1.0,1.2,2.1,1.7,0.204,0.5181,0.2603,0.2033,1.1857,0.2504,0.7962,0.4609,0.7871,0.446,2.4902,0.785,0.1974,0.0,0.1974,0.0889,0.4098,0.651,0.3507,0.1303,0.8196,2.3614,0.5558,6.2347,0.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,88,4.0,2.1,1504
51,VIRGINIA,VA,51093,Isle of Wight,51093280105,"Census Tract 2801.05, Isle of Wight County, Virginia",12.1048189377,4045,287,1849,106,1699,134,770,281,322,128,36625,9510,637,187,754,135,835,133,770,161,232,118,2016,333,55,103,237,129,222,82,7,16,292,93,0,12,19.1,6.5,15.8,6.0,36625.0,9510.0,21.9,5.9,18.6,3.4,20.6,2.9,19.1,3.6,13.7,6.9,49.8,7.4,1.4,2.7,12.8,7.0,12.0,4.4,0.4,1.0,17.2,5.4,0.0,0.3,0.8099,0.976,0.4176,0.8962,3.0997,0.84,0.6956,0.4204,0.8623,0.8547,2.833,0.9253,0.71,0.5796,1.2896,0.6935,0.7041,0.833,0.3007,0.921,0.0,2.7588,0.7138,9.9811,0.8994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,300,155,7.4,3.6,5685
51,VIRGINIA,VA,51093,Isle of Wight,51093280106,"Census Tract 2801.06, Isle of Wight County, Virginia",4.550228672386,3002,256,1176,67,1097,89,248,128,88,67,37417,3169,167,84,459,109,720,103,328,130,45,38,953,354,0,48,82,50,0,12,9,19,23,20,8,3,8.3,4.2,5.9,4.4,37417.0,3169.0,7.9,3.7,15.3,3.1,24.0,2.8,10.9,3.9,4.1,3.5,31.7,11.5,0.0,1.7,7.0,4.3,0.0,2.7,0.8,1.7,2.1,1.8,0.3,0.1,0.4661,0.6628,0.3995,0.4162,1.9446,0.4955,0.5178,0.6674,0.468,0.2331,1.8863,0.4088,0.4678,0.0,0.4678,0.2012,0.5833,0.0,0.4156,0.2819,0.6221,1.9029,0.3711,6.2016,0.3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,91,3.1,3.0,1560
51,VIRGINIA,VA,51093,Isle of Wight,51093280200,"Census Tract 2802, Isle of Wight County, Virginia",95.763878669718,3939,226,1692,70,1594,89,315,182,90,63,36594,3431,401,139,731,79,654,109,454,111,101,73,1221,331,0,48,0,17,148,65,0,17,17,22,16,11,8.0,4.6,4.0,2.8,36594.0,3431.0,13.1,4.3,18.6,1.8,16.6,2.6,11.5,2.6,6.3,4.6,31.0,8.2,0.0,1.3,0.0,1.0,8.7,3.8,0.0,1.1,1.1,1.4,0.4,0.3,0.4527,0.4072,0.4181,0.6487,1.9267,0.4901,0.6956,0.1692,0.5043,0.4364,1.8055,0.3586,0.4508,0.0,0.4508,0.1927,0.0,0.7967,0.0,0.1426,0.6573,1.5966,0.2643,5.7796,0.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,85,3.8,2.1,1956
51,VIRGINIA,VA,51093,Isle of Wight,51093280300,"Census Tract 2803, Isle of Wight County, Virginia",64.635705697356,5023,364,2100,160,1934,152,518,201,166,87,29827,2419,569,130,910,100,1027,134,708,167,164,63,1151,510,0,68,0,24,619,122,38,41,67,39,108,112,10.7,3.9,6.4,3.1,29827.0,2419.0,16.1,3.6,18.1,1.7,20.4,2.2,14.4,3.2,8.5,3.2,22.9,10.0,0.0,1.4,0.0,1.1,29.5,5.4,2.0,2.1,3.5,2.0,2.2,2.2,0.5723,0.7177,0.5995,0.7504,2.6399,0.7079,0.6695,0.4023,0.6857,0.6163,2.3738,0.7257,0.3246,0.0,0.3246,0.1384,0.0,0.9669,0.6615,0.4287,0.8238,2.8809,0.7539,8.2192,0.6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,415,171,8.5,3.5,6035
51,VIRGINIA,VA,51093,Isle of Wight,51093280400,"Census Tract 2804, Isle of Wight County, Virginia",71.673577972682,4016,315,1761,89,1607,117,462,229,182,112,27473,2684,466,113,717,69,870,175,605,160,144,94,1102,410,0,48,0,17,254,91,17,26,55,34,28,39,11.6,5.6,9.1,5.5,27473.0,2684.0,16.5,3.9,17.9,1.9,21.7,4.0,15.2,4.0,9.0,5.8,27.4,10.0,0.0,1.3,0.0,1.0,14.4,5.0,1.1,1.7,3.4,2.1,0.7,1.0,0.6103,0.8719,0.6752,0.768,2.9254,0.7913,0.6589,0.4997,0.7252,0.6466,2.5304,0.8031,0.3917,0.0,0.3917,0.1629,0.0,0.8602,0.4965,0.4229,0.7201,2.4997,0.6054,8.3472,0.6929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,135,6.9,3.3,1716
51,VIRGINIA,VA,51095,James City,51095080101,"Census Tract 801.01, James City County, Virginia",6.138889753116,5594,375,3062,113,2493,160,189,144,159,150,83963,13240,199,107,2253,194,877,194,647,214,88,71,985,531,0,68,343,156,39,45,0,24,106,92,0,17,3.4,2.6,6.8,6.0,83963.0,13240.0,4.2,2.3,40.3,3.2,15.7,3.3,11.7,3.8,3.5,2.9,17.6,9.4,0.0,1.2,11.2,5.1,1.3,1.5,0.0,1.0,4.3,3.6,0.0,0.3,0.1762,0.7487,0.0261,0.2113,1.1623,0.2434,0.9947,0.1352,0.5149,0.1719,1.8167,0.3655,0.2416,0.0,0.2416,0.1032,0.6754,0.6206,0.0,0.5045,0.0,1.8005,0.338,5.0211,0.1776,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,123,81,2.2,1.5,10241
51,VIRGINIA,VA,51095,James City,51095080102,"Census Tract 801.02, James City County, Virginia",8.385582928038,4487,503,1542,93,1251,138,996,375,177,100,19617,3207,360,141,251,68,1344,274,407,158,251,105,2660,549,140,94,0,17,699,110,50,41,79,72,457,167,24.5,8.3,8.6,4.4,19617.0,3207.0,13.4,4.9,5.6,1.6,30.0,5.1,10.1,3.7,20.1,8.1,59.3,10.3,3.6,2.4,0.0,1.1,45.3,6.8,4.0,3.3,6.3,5.7,10.2,3.5,0.8959,0.8559,0.9024,0.6594,3.3136,0.8994,0.074,0.9319,0.4072,0.9558,2.3689,0.7204,0.8042,0.7914,1.5956,0.8606,0.0,0.9989,0.8526,0.6428,0.9335,3.4278,0.9156,10.7059,0.9502,0,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,2,5,847,276,21.0,5.7,4769
51,VIRGINIA,VA,51095,James City,51095080202,"Census Tract 802.02, James City County, Virginia",3.122795678714,5836,369,2277,65,2201,85,398,278,88,79,42098,7394,190,118,1202,182,1093,120,748,217,225,99,1013,531,64,118,111,94,62,76,42,60,29,33,0,17,6.8,4.6,2.9,2.5,42098.0,7394.0,4.7,2.9,20.6,2.9,18.7,1.7,12.9,3.7,10.2,4.5,17.4,9.0,1.1,2.1,4.9,4.1,2.7,3.3,1.9,2.7,1.3,1.5,0.0,0.3,0.3839,0.246,0.304,0.2459,1.1798,0.2477,0.7855,0.2656,0.5875,0.7147,2.3533,0.7081,0.239,0.5263,0.7653,0.3619,0.5226,0.6916,0.645,0.1751,0.0,2.0343,0.417,6.3327,0.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,136,4.7,2.4,3856
51,VIRGINIA,VA,51095,James City,51095080203,"Census Tract 802.03, James City County, Virginia",5.597120693164,3443,236,1786,55,1569,87,192,93,30,24,55283,9841,28,22,1207,127,604,138,504,135,56,37,509,335,21,53,228,72,0,12,16,30,56,40,81,76,5.7,2.7,2.1,1.7,55283.0,9841.0,1.1,0.8,35.1,3.6,17.5,3.8,15.1,3.8,3.6,2.4,14.8,9.7,0.6,1.6,12.8,4.0,0.0,1.8,1.0,1.9,3.6,2.5,2.4,2.2,0.3209,0.1366,0.1392,0.0346,0.6313,0.0733,0.991,0.207,0.7182,0.1852,2.1014,0.5523,0.1921,0.3965,0.5886,0.2634,0.7041,0.0,0.4715,0.441,0.8345,2.4511,0.5846,5.7724,0.2905,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,93,73,2.8,2.2,2490
51,VIRGINIA,VA,51095,James City,51095080205,"Census Tract 802.05, James City County, Virginia",2.473441999176,3966,347,2024,106,1843,125,453,187,97,65,35915,5405,281,132,937,141,648,145,628,167,259,144,1784,438,48,60,751,164,0,12,18,25,140,72,360,179,12.3,4.7,5.2,3.3,35915.0,5405.0,9.2,4.1,23.6,3.3,16.3,3.4,17.2,4.1,14.1,7.8,45.0,10.3,1.3,1.6,37.1,7.9,0.0,1.6,1.0,1.4,7.6,3.8,9.1,4.4,0.6375,0.5843,0.4373,0.4779,2.137,0.5516,0.8882,0.1554,0.7999,0.8648,2.7083,0.8885,0.6535,0.5609,1.2144,0.6477,0.9074,0.0,0.4715,0.6973,0.9276,3.0038,0.7902,9.0635,0.7908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,317,183,8.7,4.7,6317
51,VIRGINIA,VA,51095,James City,51095080206,"Census Tract 802.06, James City County, Virginia",7.177849308304,11019,703,5400,158,4267,332,763,548,143,114,46983,4764,215,182,3641,336,1999,241,1758,562,47,61,1864,887,164,122,651,283,51,60,54,68,116,84,7,4,6.9,4.8,3.2,2.5,46983.0,4764.0,2.6,2.2,33.0,3.4,18.1,1.9,16.1,4.6,1.1,1.4,16.9,8.0,1.5,1.1,12.1,5.2,0.9,1.1,1.3,1.6,2.7,1.9,0.1,0.0,0.3908,0.286,0.2341,0.1059,1.0168,0.1996,0.9824,0.2352,0.7604,0.0362,2.0142,0.4947,0.2288,0.5971,0.8259,0.397,0.6929,0.5811,0.5402,0.3502,0.488,2.6524,0.6652,6.5093,0.4034,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,473,329,4.3,3.0,6036
51,VIRGINIA,VA,51095,James City,51095080301,"Census Tract 803.01, James City County, Virginia",30.805206757504,9030,496,3602,136,3357,182,689,269,94,64,31315,2311,467,169,1353,166,1836,207,1008,250,161,76,2603,663,56,71,89,60,59,79,41,66,78,55,18,9,7.6,2.9,1.9,1.4,31315.0,2311.0,7.4,2.6,15.0,1.9,20.3,2.0,11.3,2.7,4.8,2.3,28.8,7.2,0.7,0.8,2.5,1.7,1.6,2.2,1.2,2.0,2.3,1.6,0.2,0.1,0.4293,0.111,0.5557,0.3922,1.4882,0.3446,0.5035,0.3928,0.4925,0.306,1.6948,0.2876,0.4114,0.4268,0.8382,0.4045,0.4385,0.6382,0.5184,0.3139,0.5636,2.4726,0.5926,6.4938,0.4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,322,13.1,3.5,9527
51,VIRGINIA,VA,51095,James City,51095080303,"Census Tract 803.03, James City County, Virginia",11.408371238916,8600,527,3966,118,3290,201,350,202,240,106,43755,3466,151,121,1810,194,1833,265,787,198,112,81,1572,804,101,110,545,192,0,17,19,38,15,23,85,97,4.1,2.4,5.3,2.2,43755.0,3466.0,2.5,2.0,21.0,2.3,21.3,2.8,9.3,2.3,3.4,2.5,18.3,9.3,1.2,1.3,13.7,4.8,0.0,0.8,0.6,1.2,0.5,0.7,1.0,1.1,0.2221,0.5961,0.2768,0.1011,1.1961,0.2552,0.8068,0.4673,0.3495,0.1623,1.7859,0.3447,0.2523,0.5428,0.7951,0.3811,0.7147,0.0,0.3507,0.0614,0.7515,1.8783,0.362,5.6554,0.2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,222,6.3,2.5,4868
51,VIRGINIA,VA,51095,James City,51095080304,"Census Tract 803.04, James City County, Virginia",11.480323663228,5945,546,2436,100,2311,136,239,268,85,55,56930,7572,193,171,1662,243,1177,263,699,285,40,37,612,751,7,67,168,63,154,109,0,24,109,87,45,19,4.1,4.5,3.3,2.1,56930.0,7572.0,4.3,3.7,28.0,4.8,19.8,4.0,11.9,4.6,1.7,1.6,10.3,12.6,0.1,1.2,6.9,2.6,6.3,4.4,0.0,1.0,4.7,3.7,0.8,0.3,0.2221,0.3036,0.1259,0.2161,0.8677,0.1503,0.9665,0.3534,0.5245,0.0553,1.8997,0.42,0.1309,0.2187,0.3496,0.1474,0.5806,0.7652,0.0,0.5403,0.7323,2.6184,0.6535,5.7354,0.2809,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,198,135,3.4,2.3,2750
51,VIRGINIA,VA,51095,James City,51095080401,"Census Tract 804.01, James City County, Virginia",41.892574338028,7968,540,3162,124,2941,191,462,288,142,90,35207,2800,330,139,1468,165,2012,291,1043,262,359,154,1870,731,0,68,0,24,79,68,0,24,17,27,0,17,5.8,3.6,3.5,2.2,35207.0,2800.0,6.1,2.5,18.4,2.2,25.3,3.2,13.2,3.3,12.2,5.2,23.5,9.0,0.0,0.9,0.0,0.8,2.5,2.2,0.0,0.8,0.6,0.9,0.0,0.2,0.3267,0.3378,0.4507,0.33,1.4452,0.3307,0.6855,0.7488,0.6057,0.8068,2.8468,0.9269,0.3321,0.0,0.3321,0.1416,0.0,0.6862,0.0,0.0763,0.0,0.7625,0.0854,5.3866,0.2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,273,5.9,3.4,4873
51,VIRGINIA,VA,51095,James City,51095080402,"Census Tract 804.02, James City County, Virginia",13.88314490389,8265,854,3581,124,3243,233,964,672,153,102,38367,5825,260,138,2146,224,1696,432,1300,280,152,124,2472,1055,137,148,168,105,120,88,69,111,255,130,5,8,11.7,7.7,4.2,2.7,38367.0,5825.0,4.4,2.3,26.0,3.4,20.5,4.8,15.9,3.7,4.7,3.8,29.9,12.4,1.7,1.9,4.7,2.9,3.4,2.4,2.1,3.4,7.9,3.9,0.1,0.1,0.6124,0.4386,0.3739,0.2246,1.6495,0.405,0.9383,0.4103,0.7524,0.2927,2.3937,0.7353,0.4327,0.6285,1.0612,0.562,0.5168,0.7097,0.6786,0.717,0.488,3.1101,0.834,8.2145,0.6763,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,405,202,5.0,2.3,6861
51,VIRGINIA,VA,51097,King and Queen,51097950400,"Census Tract 9504, King and Queen County, Virginia",211.80831585699,4230,270,1948,84,1607,145,740,331,173,148,25444,2922,504,189,896,119,867,148,533,153,100,76,1899,387,57,76,0,17,291,107,49,33,17,23,0,12,17.5,7.7,8.5,7.3,25444.0,2922.0,16.6,6.1,21.2,3.0,20.5,3.2,12.6,3.6,6.2,4.7,44.9,8.7,1.4,1.9,0.0,0.9,14.9,5.5,3.0,2.1,1.1,1.4,0.0,0.3,0.7715,0.8527,0.7323,0.7712,3.1277,0.848,0.8127,0.4103,0.5694,0.429,2.2214,0.6302,0.6519,0.5796,1.2315,0.6578,0.0,0.8661,0.7818,0.1426,0.0,1.7905,0.3316,8.3711,0.6945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,264,13.6,6.0,2562
51,VIRGINIA,VA,51097,King and Queen,51097950500,"Census Tract 9505, King and Queen County, Virginia",103.34324085325,2822,270,1549,91,1219,117,425,193,21,27,30097,5414,222,95,676,97,469,141,466,139,99,68,498,387,0,48,0,17,253,88,12,22,69,40,0,12,15.1,6.4,1.7,2.1,30097.0,5414.0,10.3,4.4,24.0,3.4,16.6,4.7,16.5,4.9,8.1,5.5,17.6,13.6,0.0,1.8,0.0,1.1,16.3,5.7,1.0,1.8,5.7,3.4,0.0,0.4,0.7133,0.0945,0.5931,0.5295,1.9304,0.4922,0.8973,0.1692,0.7748,0.5838,2.4251,0.7497,0.2416,0.0,0.2416,0.1032,0.0,0.8805,0.4715,0.6103,0.0,1.9623,0.3908,6.5594,0.4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,157,10.3,5.3,1663
51,VIRGINIA,VA,51099,King George,51099040100,"Census Tract 401, King George County, Virginia",35.948264548832,5832,386,2183,100,2046,123,292,179,112,71,36088,3387,152,64,703,126,1424,234,530,135,143,82,2033,498,22,68,120,81,25,23,0,24,106,78,103,67,5.1,3.2,4.2,2.6,36088.0,3387.0,4.2,1.8,12.1,2.3,24.4,3.7,9.6,2.6,7.0,4.0,34.9,8.2,0.4,1.2,5.5,3.7,1.1,1.1,0.0,1.2,5.2,3.7,1.8,1.1,0.2808,0.4386,0.4331,0.2113,1.3638,0.3109,0.3555,0.6961,0.373,0.4939,1.9185,0.429,0.5178,0.3188,0.8366,0.4034,0.5428,0.603,0.0,0.5761,0.802,2.5239,0.6156,6.6428,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,175,5.1,3.2,10197
51,VIRGINIA,VA,51099,King George,51099040200,"Census Tract 402, King George County, Virginia",26.630594713104,4118,371,1639,66,1503,105,297,192,165,75,39804,5418,223,82,601,116,980,318,454,109,68,52,858,539,27,51,0,17,173,79,32,38,59,45,0,12,7.3,4.7,7.6,3.3,39804.0,5418.0,8.1,3.0,14.6,3.1,23.8,7.4,11.0,2.8,4.5,3.5,20.8,13.0,0.7,1.3,0.0,1.0,10.6,4.7,2.1,2.6,3.9,3.0,0.0,0.3,0.4122,0.8031,0.3381,0.4247,1.9781,0.5045,0.479,0.6546,0.4755,0.2762,1.8853,0.4077,0.2938,0.4268,0.7206,0.3379,0.0,0.817,0.6786,0.464,0.0,1.9596,0.3887,6.5436,0.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,124,5.7,3.0,1676
51,VIRGINIA,VA,51099,King George,51099040300,"Census Tract 403, King George County, Virginia",42.026147097132,8085,464,3035,109,2736,158,520,328,224,90,35804,3717,415,150,934,135,2222,269,851,236,271,137,1769,630,12,68,0,24,197,94,21,37,112,93,110,101,6.5,4.1,5.2,2.1,35804.0,3717.0,7.6,2.7,11.6,1.7,27.5,2.9,10.8,3.0,9.9,5.0,21.9,7.7,0.2,0.9,0.0,0.8,6.5,3.1,0.8,1.4,4.1,3.4,1.4,1.2,0.3679,0.5843,0.4395,0.4045,1.7962,0.4516,0.3348,0.8568,0.4605,0.6961,2.3482,0.7065,0.3108,0.2432,0.554,0.2432,0.0,0.7673,0.4156,0.4853,0.7818,2.45,0.5841,7.1484,0.5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,257,5.9,3.2,5678
51,VIRGINIA,VA,51099,King George,51099040400,"Census Tract 404, King George County, Virginia",31.429496625712,4800,332,1920,79,1731,123,109,83,19,22,39325,3692,152,81,591,144,1195,233,604,154,52,34,1399,431,19,55,0,17,206,78,0,17,6,9,0,12,2.3,1.7,0.7,0.8,39325.0,3692.0,4.7,2.5,12.3,3.1,24.9,4.5,12.6,3.1,3.0,2.0,29.1,8.8,0.4,1.2,0.0,0.9,10.7,4.1,0.0,1.0,0.3,0.5,0.0,0.3,0.095,0.0171,0.3488,0.2459,0.7068,0.0936,0.3667,0.7238,0.5694,0.1352,1.7951,0.3527,0.4178,0.3188,0.7366,0.3475,0.0,0.8186,0.0,0.0513,0.0,0.8699,0.1014,4.1084,0.0819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,92,3.5,2.0,5168
51,VIRGINIA,VA,51099,King George,51099040500,"Census Tract 405, King George County, Virginia",43.550375476102,3055,382,1220,96,1087,108,234,218,16,24,37147,5368,167,96,392,65,795,238,215,71,104,67,762,518,0,48,0,17,55,38,0,17,49,45,0,12,7.7,6.8,1.0,1.5,37147.0,5368.0,7.9,4.3,12.8,2.3,26.0,7.1,7.1,2.3,9.6,6.2,24.9,16.7,0.0,1.7,0.0,1.4,4.5,3.1,0.0,1.6,4.5,4.1,0.0,0.4,0.4346,0.0304,0.4032,0.4162,1.2844,0.29,0.3949,0.7839,0.2076,0.6828,2.0692,0.5315,0.3497,0.0,0.3497,0.148,0.0,0.7332,0.0,0.519,0.0,1.2522,0.1725,4.9555,0.1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,133,8.7,4.5,1247
51,VIRGINIA,VA,51101,King William,51101950101,"Census Tract 9501.01, King William County, Virginia",92.14019595522,4102,327,1810,94,1519,134,715,389,102,49,30817,5251,241,107,576,101,1085,162,436,137,126,73,1064,431,0,48,0,17,67,54,45,42,7,12,0,12,17.5,8.9,5.0,2.5,30817.0,5251.0,8.4,3.6,14.0,2.4,26.5,3.3,10.6,3.2,8.3,4.8,25.9,10.3,0.0,1.3,0.0,0.9,3.7,2.9,3.0,2.8,0.5,0.8,0.0,0.3,0.7715,0.5592,0.5733,0.4375,2.3415,0.6233,0.447,0.8095,0.444,0.6014,2.3019,0.6814,0.3736,0.0,0.3736,0.157,0.0,0.7182,0.7818,0.0614,0.0,1.5614,0.2525,6.5784,0.4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,263,10.2,6.1,4488
51,VIRGINIA,VA,51101,King William,51101950102,"Census Tract 9501.02, King William County, Virginia",74.506620702782,6527,393,2436,128,2284,162,500,426,79,59,35561,4347,497,217,787,109,1556,201,774,223,143,83,1463,513,0,68,0,24,102,77,47,65,27,29,0,17,7.7,6.4,2.2,1.7,35561.0,4347.0,11.3,4.7,12.1,1.7,23.8,2.7,11.9,3.3,6.3,3.6,22.4,7.7,0.0,1.1,0.0,1.0,4.2,3.2,2.1,2.9,1.2,1.3,0.0,0.3,0.4346,0.151,0.4443,0.5769,1.6068,0.3906,0.3555,0.6546,0.5245,0.4364,1.971,0.4584,0.3172,0.0,0.3172,0.1352,0.0,0.7263,0.6786,0.1591,0.0,1.564,0.2531,5.459,0.2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,106,2.8,1.6,2238
51,VIRGINIA,VA,51101,King William,51101950200,"Census Tract 9502, King William County, Virginia",99.96886381405,2485,202,1128,74,982,106,280,129,15,12,27284,2781,288,109,394,96,518,125,243,68,127,71,861,253,0,48,0,17,131,52,10,18,57,65,0,12,11.3,5.3,1.2,0.9,27284.0,2781.0,16.0,5.5,15.9,3.4,20.8,4.7,9.8,2.8,12.9,7.1,34.6,9.8,0.0,2.1,0.0,1.5,11.6,4.7,1.0,1.9,5.8,6.2,0.0,0.5,0.5964,0.0448,0.6832,0.7483,2.0727,0.5324,0.5455,0.4332,0.3842,0.8313,2.1942,0.611,0.5104,0.0,0.5104,0.2246,0.0,0.8287,0.4715,0.6193,0.0,1.9195,0.3759,6.6968,0.4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,90,11.0,3.5,975
51,VIRGINIA,VA,51101,King William,51101950300,"Census Tract 9503, King William County, Virginia",7.31262130022,3383,64,1499,128,1385,105,160,127,57,56,33972,3928,134,69,775,169,652,130,390,142,125,67,536,235,31,55,16,28,34,53,7,18,65,47,55,79,4.8,3.8,3.3,3.2,33972.0,3928.0,5.7,2.9,22.9,5.0,19.3,3.8,11.7,4.2,9.0,4.8,15.8,7.0,1.0,1.7,1.1,1.9,2.3,3.4,0.5,1.3,4.7,3.3,1.6,2.3,0.2664,0.3036,0.4848,0.3012,1.356,0.3077,0.8659,0.3124,0.5149,0.6466,2.3398,0.7022,0.2065,0.5077,0.7142,0.3316,0.3608,0.674,0.3209,0.5403,0.7935,2.6895,0.6866,7.0995,0.5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,185,7.9,5.5,4109
